31,ULTG PETUKANGAN,GIS 150KV GANDARIA,PHT 150kV CIRACAS #2,Oke,PENGHANTAR 150kV,150 kV,HAR OFF GIS 150KV GANDARIA BAY CIRACAS #2,MUPT,ULTG, FEB, 3,8:00:00,16:00:00,,TERLAKSANA,,,Personil : 7 Orang,FEB, 3,08:50:00,FEB, 3,15:43:00,413,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT
32,ULTG PETUKANGAN,GIS 150KV CIRACAS,PHT 150kV GANDARIA #2,Oke,PENGHANTAR 150kV,150 kV,HAR OFF GIS 150KV CIRACAS BAY GANDARIA #2,MUPT,ULTG, FEB, 3,8:00:00,16:00:00,,TERLAKSANA,,,Personil : 7 Orang,FEB, 3,08:45:00,FEB, 3,15:44:00,419,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT
33,ULTG GANDUL,GITET 500KV GANDUL,7B4 DIAMETER#4 500kV,Oke,DIAMETER 500kV,500 kV,HAR OFF GITET 500KV GANDUL BAY 7B4,MUPT,ULTG, FEB, 4,8:00:00,16:00:00,,TERLAKSANA,,,Personil : 7 Orang,FEB, 4,07:57:00,FEB, 4,12:59:00,302,ADA,,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT
34,ULTG TANGERANG SELATAN,GI 150KV BSD,PHT 150kV LEGOK #2,Oke,PENGHANTAR 150kV,150 kV,HAR OFF BAY GI BSD 150KV BAY LEGOK #2,MUPT,ULTG, FEB, 4,8:00:00,16:00:00,,TERLAKSANA,,,,FEB, 4,09:12:00,FEB, 4,16:11:00,419,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT
35,ULTG GANDUL,GITET 500KV GANDUL,7B5 DIAMETER#5 500kV,Oke,DIAMETER 500kV,500 kV,HAR OFF GITET 500KV GANDUL BAY 7B5,MUPT,ULTG, FEB, 5,8:00:00,16:00:00,,TERLAKSANA,,,Personil : 7 Orang,FEB, 5,08:08:00,FEB, 5,11:44:00,216,ADA,,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT
36,ULTG PETUKANGAN,GIS 150KV KEMANG,TRF#3 150/20kV,Oke,TRAFO 150/20kV,150/20 kV,HAR OFF BAY TRAFO #3 GIS 150KV KEMANG,MUPT,ULTG, FEB, 7,7:00:00,15:00:00,,JADWAL ULANG,UNCONTROLLABLE,UnCon. Lainnya,"ABK, EFISIENSI 2028",,,,,,,,,,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT
37,ULTG PETUKANGAN,GIS 150KV BINTARO,PHT 150kV BINTARO BARU #2,Oke,PENGHANTAR 150kV,150 kV,HAR OFF GIS 150KV BINTARO BAY BINTARO BARU #2,MUPT,ULTG, FEB, 9,8:00:00,16:00:00,,TERLAKSANA,,,Personil : 7 Orang,FEB, 9,09:20:00,FEB, 9,17:38:00,498,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT
38,ULTG PETUKANGAN,GIS 150KV BINTARO BARU,PHT 150kV BINTARO#2,Oke,PENGHANTAR 150kV,150 kV,HAR OFF GIS 150KV BINTARO BAY BINTARO BARU #2,MUPT,ULTG, FEB, 9,8:00:00,16:00:00,,TERLAKSANA,,,Personil : 7 Orang,FEB, 9,09:18:00,FEB, 9,17:40:00,502,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT
39,ULTG TANGERANG SELATAN,GI 150KV BSD,PHT 150kV LEGOK #1,Oke,PENGHANTAR 150kV,150 kV,HAR OFF BAY GI BSD 150KV BAY LEGOK #1,MUPT,ULTG, FEB, 9,8:00:00,16:00:00,,TERLAKSANA,,,,FEB, 9,10:05:00,FEB, 9,15:14:00,309,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT
40,ULTG GANDUL,GI 150KV GANDUL,IBT#3 500/150kV (LV),Oke,IBT 500/150kV,500/150 kV,HAR OFF IBT #3 GI 150KV GANDUL TAHAP 1,MUPT,ULTG, FEB, 14,8:00:00,16:00:00,,TERLAKSANA,,,"Kendala cuaca gerimis
Personil : 7 Orang",FEB, 14,08:05:00,FEB, 14,20:17:00,732,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT
41,ULTG GANDUL,GITET 500KV GANDUL,IBT#3 500/150kV (HV),Oke,IBT 500/150kV,500/150 kV,HAR OFF IBT #3 GITET 500KV GANDUL TAHAP 1,MUPT,ULTG, FEB, 14,8:00:00,16:00:00,,TERLAKSANA,,,"Kendala cuaca, dan ada tambahan Pengujian untuk Validasi Bushing IBT yang jadi temuan untuk rencana penggantian.
Personil : 7 Orang",FEB, 14,07:59:00,FEB, 14,20:19:00,740,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT
42,ULTG TANGERANG SELATAN,GITET 500KV LENGKONG,7A4 DIAMETER#4 500kV,Oke,DIAMETER 500kV,500 kV,HAR OFF GITET 500KV LENGKONG BAY 7A4,MUPT,ULTG, FEB, 14,8:00:00,16:00:00,,JADWAL ULANG,UNCONTROLLABLE,UnCon. Lainnya,"ABK, EFISIENSI 2028",,,,,,,,,,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT
43,ULTG GANDUL,GI 150KV GANDUL,IBT#3 500/150kV (LV),Oke,IBT 500/150kV,500/150 kV,HAR OFF IBT #3 GI 150KV GANDUL TAHAP 2,MUPT,ULTG, FEB, 15,8:00:00,16:00:00,,TERLAKSANA,,,"Tidak ada kendala, memang durasi pekerjaannya membutuhkan waktu yang lama
Personil : 7 Orang",FEB, 15,08:03:00,FEB, 15,17:02:00,539,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT
44,ULTG GANDUL,GITET 500KV GANDUL,IBT#3 500/150kV (HV),Oke,IBT 500/150kV,500/150 kV,HAR OFF IBT #3 GITET 500KV GANDUL TAHAP 2,MUPT,ULTG, FEB, 15,8:00:00,16:00:00,,TERLAKSANA,,,Personil : 7 Orang,FEB, 15,07:59:00,FEB, 15,17:04:00,545,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT
45,ULTG PETUKANGAN,GIS 150KV CIRENDEU,TRF#2 150/20kV,Oke,TRAFO 150/20kV,500/150 kV,HAR OFF BAY TRAFO #2 GIS CIRENDEU,MUPT,ULTG, FEB, 15,8:00:00,16:00:00,,JADWAL ULANG,,,,,,,,,,,,,,,ROM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROM
46,ULTG PETUKANGAN,GIS 150KV BINTARO BARU,TRF#1 150/22kV,Oke,TRAFO 150/20kV,150/20 kV,HAR OFF BAY TRAFO #1 GIS 150KV BINTARO BARU,MUPT,ULTG, MAR, 4,8:00:00,16:00:00,,TERLAKSANA,,,Personil : 7 Orang,MAR, 5,08:00:00,MAR, 5,16:30:00,510,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT
47,ULTG TANGERANG SELATAN,GI 150KV BSD,KOPEL BUS 150kV,Oke,KOPEL 150kV,150 kV,HAR OFF GI BSD 150KV BAY KOPEL,MUPT,ULTG, APR, 1,8:00:00,16:00:00,,TERLAKSANA,,,,APR, 1,08:12:00,APR, 1,13:29:00,317,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT
48,ULTG TANGERANG SELATAN,GI 150KV BSD,BUSBAR #1 150kV,Oke,BUSBAR 150kV,150 kV,HAR OFF GI BSD 150KV BAY BUSBAR #A,MUPT,ULTG, APR, 1,8:00:00,16:00:00,,TERLAKSANA,,,,APR, 1,08:12:00,APR, 1,13:29:00,317,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT
49,ULTG TANGERANG SELATAN,GI 150KV BSD,BUSBAR #2 150kV,Oke,BUSBAR 150kV,150 kV,HAR OFF GI BSD 150KV BAY BUSBAR #B,MUPT,ULTG, APR, 2,8:00:00,16:00:00,,TERLAKSANA,,,,APR, 2,08:20:00,APR, 2,14:30:00,370,,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT
50,ULTG GANDUL,GI 150KV GANDUL,BUSBAR #3 150kV,Oke,BUSBAR 150kV,150 kV,FIRST YEARS INPECTION (Inspeksi Level 3) BAY BUSBAR #C GI 150KV GANDUL,MUPT,ULTG, APR, 5,8:00:00,16:00:00,,TERLAKSANA,,,"Bersamaan pekerjaan investigasi kondisi kubikel incoming dan sensor suhu T4
Personil : 7 Orang",APR, 5,07:11:00,APR, 5,16:27:00,556,ADA,,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT
51,ULTG GANDUL,GI 150KV GANDUL,KOPEL BUS 150kV,Oke,KOPEL 150kV,150 kV,FIRST YEARS INPECTION (Inspeksi Level 3) BAY KOPEL #2 GI 150KV GANDUL,MUPT,ULTG, APR, 5,8:00:00,16:00:00,,TERLAKSANA,,,"Bersamaan pekerjaan investigasi kondisi kubikel incoming dan sensor suhu T4
Personil : 7 Orang",APR, 5,07:11:00,APR, 5,16:27:00,556,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT
52,ULTG GANDUL,GITET 500KV GANDUL,7A2 DIAMETER#2 500kV,Oke,DIAMETER 500kV,500 kV,HAR OFF GITET 500KV GANDUL BAY 7A2,MUPT,ULTG, APR, 7,7:00:00,15:00:00,,TERLAKSANA,,,Personil : 7 Orang,APR, 7,08:13:00,APR, 7,11:54:00,221,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT
53,ULTG TANGERANG SELATAN,GITET 500KV LENGKONG,7B4 DIAMETER#4 500kV,Oke,DIAMETER 500kV,500 kV,HAR OFF GITET 500KV LENGKONG BAY 7B4,MUPT,ULTG, APR, 8,7:00:00,15:00:00,,TERLAKSANA,,,,APR, 8,08:12:00,APR, 8,13:31:00,319,,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT
54,ULTG GANDUL,GITET 500KV GANDUL,7B2 DIAMETER #2 500kV,Oke,DIAMETER 500kV,500 kV,HAR OFF GITET GANDUL BAY 7B2,MUPT,ULTG, APR, 8,7:00:00,15:00:00,,TERLAKSANA,,,Personil : 7 Orang,APR, 8,08:13:00,APR, 8,11:41:00,208,ADA,ADA,,,ROB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT Tambahan
55,ULTG TANGERANG SELATAN,GI 150KV BSD,TRF#1 150/22kV,Oke,TRAFO 150/20kV,150/20 kV,HAR OFF BAY TRAFO #1 GI 150KV BSD,MUPT,ULTG, APR, 9,8:00:00,16:00:00,,TERLAKSANA,,,Bersamaan pekerjaan distribusi,APR, 9,08:37:00,APR, 9,19:08:00,631,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT
56,ULTG TANGERANG SELATAN,GI 150KV SERPONG,PHT 150kV SAWANGAN #1,Oke,PENGHANTAR 150kV,150 kV,HAR OFF BAY SAWANGAN #1 GI 150KV SERPONG,MUPT,ULTG, APR, 14,8:00:00,16:00:00,,TERLAKSANA,,,Bersamaan dengan pekerjaan penggantian isolator di T.22 SUTT Sawangan - Serpong,APR, 14,08:12:00,APR, 14,17:06:00,534,ADA,ADA,,,ROM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT Tambahan
57,ULTG TANGERANG SELATAN,GI 150KV SERPONG,PHT 150kV SAWANGAN #2,Oke,PENGHANTAR 150kV,150 kV,HAR OFF BAY SAWANGAN #2 GI 150KV SERPONG,MUPT,ULTG, APR, 15,8:00:00,16:00:00,,TERLAKSANA,,,,APR, 15,08:00:00,APR, 15,13:25:00,325,ADA,ADA,,,ROM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT Tambahan
58,ULTG PETUKANGAN,GIS 150KV BINTARO BARU,TRF#2 150/20kV,Oke,TRAFO 150/20kV,150/20 kV,HAR OFF BAY TRAFO #2 GIS 150KV BINTARO BARU,MUPT,ULTG, APR, 16,8:00:00,16:00:00,,TERLAKSANA,,,Personil : 7 Orang,APR, 16,08:58:00,APR, 16,17:17:00,499,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT
59,ULTG GANDUL,GITET 500KV GANDUL,IBT#1 500/150kV (HV),Oke,IBT 500/150kV,500/150 kV,FIRST YEARS INPECTION (Inspeksi Level 3) BAY IBT #1 GITET 500KV GANDUL TAHAP 1,MUPT,ULTG, APR, 18,7:00:00,15:00:00,,TERLAKSANA,,,"Bersamaan dengan pekerjaan penyempurnaan pasca migrasi dss
Personil : 7 Orang",APR, 18,06:38:00,APR, 18,17:01:00,623,ADA,ADA,,,ROB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT Tambahan
60,ULTG GANDUL,GI 150KV GANDUL,IBT#1 500/150kV (LV),Oke,IBT 500/150kV,500/150 kV,FIRST YEARS INPECTION (Inspeksi Level 3) BAY INC IBT #1 GI 150KV GANDUL TAHAP 1,MUPT,ULTG, APR, 18,8:00:00,16:00:00,,TERLAKSANA,,,"Bersamaan dengan pekerjaan penyempurnaan pasca migrasi dss
Personil : 7 Orang",APR, 18,06:43:00,APR, 18,17:05:00,622,ADA,ADA,,,ROB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT Tambahan
61,ULTG TANGERANG SELATAN,GI 150KV SERPONG,TRF#3 150/20kV,Oke,TRAFO 150/20kV,150/20 kV,HAR OFF BAY TRAFO #3 GI SERPONG,MUPT,ULTG, APR, 18,8:00:00,16:00:00,,TERLAKSANA,,,"Bersamaan dengan har busbar 20kV Inc TRF#3 & Uji dulfur
Personil : 7 Orang",APR, 18,08:17:00,APR, 18,17:39:00,562,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT
62,ULTG GANDUL,GITET 500KV GANDUL,IBT#1 500/150kV (HV),Oke,IBT 500/150kV,500/150 kV,FIRST YEARS INPECTION (Inspeksi Level 3) BAY IBT #1 GITET 500KV GANDUL TAHAP 2,MUPT,ULTG, APR, 19,7:00:00,15:00:00,,TERLAKSANA,,,"Bersamaan dengan pekerjaan penyempurnaan pasca migrasi dss tahap 2
Personil : 7 Orang",APR, 19,07:59:00,APR, 19,16:28:00,509,ADA,ADA,,,ROB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT Tambahan
63,ULTG GANDUL,GI 150KV GANDUL,IBT#1 500/150kV (LV),Oke,IBT 500/150kV,500/150 kV,FIRST YEARS INPECTION (Inspeksi Level 3) BAY INC IBT #1 GI 150KV GANDUL TAHAP 2,MUPT,ULTG, APR, 19,8:00:00,16:00:00,,TERLAKSANA,,,"Bersamaan dengan pekerjaan penyempurnaan pasca migrasi dss tahap 2
Personil : 7 Orang",APR, 19,08:00:00,APR, 19,16:30:00,510,ADA,ADA,,,ROB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT Tambahan
64,ULTG PETUKANGAN,GIS 150KV GANDARIA,TRF#2 150/20kV,Oke,TRAFO 150/20kV,150/20 kV,HAR OFF BAY TRAFO #2 GIS 150KV GANDARIA,MUPT,ULTG, APR, 19,8:00:00,16:00:00,,TERLAKSANA,,,"Bersamaan dengan har busbar 20kV Inc TRF#2 & Uji dulfur
Personil : 7 Orang",APR, 19,09:06:00,APR, 19,19:20:00,614,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT
65,ULTG GANDUL,GITET 500KV GANDUL,7AB2 DIAMETER#2 500kV,Oke,DIAMETER 500kV,500 kV,HAR OFF GITET 500KV GANDUL BAY 7AB2,MUPT,ULTG, APR, 21,7:00:00,15:00:00,,TERLAKSANA,,,Personil : 7 Orang,APR, 21,07:57:00,APR, 21,14:16:00,379,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT
66,ULTG TANGERANG SELATAN,GI 150KV SERPONG,KAPASITOR SC#2 150kV,Oke,KAPASITOR 150kV,150 kV,HAR OFF GI 150KV SERPONG BAY KAPASITOR #2,MUPT,ULTG, APR, 28,8:00:00,16:00:00,,TERLAKSANA,,,,APR, 28,08:45:00,APR, 28,14:36:00,351,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT
67,ULTG TANGERANG SELATAN,GI 150KV BSD,PHT 150kV LENGKONG #1,Oke,PENGHANTAR 150kV,150 kV,HAR OFF BAY GI BSD 150KV BAY LENGKONG #1,MUPT,ULTG, APR, 29,8:00:00,16:00:00,,TERLAKSANA,,,,APR, 29,07:55:00,APR, 29,14:49:00,414,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT
68,ULTG PETUKANGAN,GI 150KV PETUKANGAN,PHT 150kV KEMBANGAN #1,Oke,PENGHANTAR 150kV,150 kV,HAR OFF GI 150KV PETUKANGAN BAY KEMBANGAN #1,MUPT,ULTG, APR, 29,8:00:00,16:00:00,,TERLAKSANA,,,Personil : 7 Orang,APR, 29,08:55:00,APR, 29,17:39:00,524,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT
69,ULTG TANGERANG SELATAN,GIS 150KV SAWANGAN,TRF#2 150/20kV,Oke,TRAFO 150/20kV,150/20 kV,HAR OFF GIS 150KV SAWANGAN BAY TRAFO #2,MUPT,ULTG, APR, 30,8:00:00,16:00:00,,TERLAKSANA,,,Keandala cuaca hujan deras ,APR, 30,09:57:00,APR, 30,22:02:00,725,ADA,ADA,,,ROM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT Tambahan
70,ULTG GANDUL,GI 150KV CIMANGGIS,TRF#3 150/22kV,Oke,TRAFO 150/20kV,150/20 kV,HAR OFF BAY TRAFO #3 GI 150KV CIMANGGIS,MUPT,ULTG, MAY, 3,8:00:00,16:00:00,,TERLAKSANA,,,"Bersamaan dengan har busbar 20kV Inc TRF#3 & Uji dulfur
Personil : 7 Orang",MAY, 3,08:09:00,MAY, 3,18:38:00,629,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT
71,ULTG TANGERANG SELATAN,GI 150KV BSD,PHT 150kV LENGKONG #2,Oke,PENGHANTAR 150kV,150 kV,HAR OFF BAY GI BSD 150KV BAY LENGKONG #2,MUPT,ULTG, MAY, 5,8:00:00,16:00:00,,TERLAKSANA,,,,MAY, 5,07:55:00,MAY, 5,13:09:00,314,ADA,ADA,,,ROM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT Tambahan
72,ULTG PETUKANGAN,GIS 150KV BINTARO,PHT 150kV BINTARO BARU #1,Oke,PENGHANTAR 150kV,150 kV,HAR OFF GIS 150KV BINTARO BAY BINTARO BARU #1,MUPT,ULTG, MAY, 5,8:00:00,16:00:00,,TERLAKSANA,,,Personil : 7 Orang,MAY, 5,08:52:00,MAY, 5,16:30:00,458,ADA,ADA,,,ROM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT
73,ULTG PETUKANGAN,GIS 150KV BINTARO BARU,PHT 150kV BINTARO#1,Oke,PENGHANTAR 150kV,150 kV,HAR OFF GIS 150KV BINTARO BARU BAY BINTARO #1,MUPT,ULTG, MAY, 5,8:00:00,16:00:00,,TERLAKSANA,,,Personil : 7 Orang,MAY, 5,08:52:00,MAY, 5,16:30:00,458,ADA,ADA,,,ROM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROT
