33,ULTG ANCOL,GI 150KV KEMAYORAN,PHT 150kV PRIOK BARAT#2,,PENGHANTAR 150kV,150 kV,HAR OFF BAY PRIOK BARAT #2 GI KEMAYORAN,M. UPT,ULTG,FEB, 2,08:00,16:00,480,TERLAKSANA,,,,FEB, 4,08:51,FEB, 4,21:51,780,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
34,ULTG ANCOL,GIS 150KV PRIOK BARAT,PHT 150KV KEMAYORAN #2,,PENGHANTAR 150kV,150 kV,HAR OFF BAY KEMAYORAN #2 GIS PRIOK BARAT,M. UPT,ULTG,FEB, 2,08:00,16:00,480,TERLAKSANA,,,,FEB, 4,08:50,FEB, 4,21:53,780,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
35,ULTG ANCOL,GIS 150KV PRIOK BARAT,5B8 DIAMETER#8 150kV,,DIAMETER 150kV,150 kV,HAR OFF PMT 5B8 (KEMAYORAN 2) GIS PRIOK BARAT,M. UPT,ULTG,FEB, 2,08:00,16:00,480,TERLAKSANA,,,,FEB, 4,08:52,FEB, 4,21:50,720,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
36,ULTG ANCOL,GIS 150KV PRIOK BARAT,5AB8 DIAMETER#8 150kV,,DIAMETER 150kV,150 kV,HAR OFF PMT 5AB8 GIS PRIOK BARAT,M. UPT,ULTG,FEB, 2,08:00,16:00,480,TERLAKSANA,,,,FEB, 4,08:50,FEB, 4,21:53,780,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
37,ULTG ANCOL,GIS 150KV NEW PRIOK TIMUR,BUSBAR #2 150kV,,BUSBAR 150kV,150 kV,HAR OFF BUSBAR #2 GIS PRIOK TIMUR BARU,M. UPT,ULTG,FEB, 3,08:00,16:00,480,TERLAKSANA,,,Pekerjaan Tanpa Padam (05),FEB, 3,08:00,FEB, 3,16:00,480,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
38,ULTG HARAPAN INDAH,GIS 150kV RAWA KUNING,TRF#2 150/22kV,,TRAFO 150/20kV,150/20 kV,HAR OFF TRAFO #2 GIS RAWA KUNING,M. UPT,ULTG,FEB, 3,08:00,16:00,480,TERLAKSANA,,,Bersamaan dengan Har HAR BUSBAR B DAN PENYULANG 20kV TRAFO #2 GIS RAWA KUNING,FEB, 3,08:00,FEB, 3,16:00,480,ADA,ADA,,,ROH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
39,ULTG PULOGADUNG,GIS 150kV RAWA TERATE,PHT 150kV RAWAMANGUN #1,,PENGHANTAR 150kV,150 kV,HAR OFF BAY RAWAMANGUN #1 GIS RAWATERATE,M. UPT,ULTG,FEB, 4,08:00,16:00,480,TERLAKSANA,,,,FEB, 4,08:29,FEB, 4,18:02,540,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
40,ULTG PULOGADUNG,GIS 150kV RAWAMANGUN,PHT 150kV RAWA TERATE #1,,PENGHANTAR 150kV,150 kV,HAR OFF BAY & SKTT RAWA TERATE #1 GIS RAWAMANGUN,M. UPT,ULTG,FEB, 4,08:00,16:00,480,TERLAKSANA,,,,FEB, 4,08:29,FEB, 4,18:02,540,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
41,ULTG ANCOL,GIS 150KV PRIOK BARAT,GT#1.2,,PEMBANGKIT 150kV,150 kV,HAR OFF BAY GT-1.2 GIS PRIOK BARAT,M. UPT,ULTG,FEB, 5,08:00,16:00,480,TERLAKSANA,,,"TAMBAHAN HAR DILUAR ROT 2026
Mengikuti PO KIT GT-1.2 (02 Februari - 03 Maret 2026)",FEB, 5,08:12,FEB, 5,16:00,420,ADA,ADA,,,ROB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
42,ULTG ANCOL,GIS 150KV PRIOK BARAT,5A2 DIAMETER#2 150kV,,DIAMETER 150kV,150 kV,HAR OFF PMT 5A2 (GT-1.2) GIS PRIOK BARAT,M. UPT,ULTG,FEB, 5,08:00,16:00,480,TERLAKSANA,,,"TAMBAHAN HAR DILUAR ROT 2026
Mengikuti PO KIT GT-1.2 (02 Februari - 03 Maret 2026)",FEB, 5,08:12,FEB, 5,16:00,420,ADA,ADA,,,ROB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
43,ULTG HARAPAN INDAH,GIS 150KV KELAPA GADING,KOPEL BUS#1 150kV,,KOPEL 150kV,150 kV,HAR OFF BAY KOPEL GIS KELAPA GADING,M. UPT,ULTG,FEB, 9,08:00,16:00,480,TERLAKSANA,,,,FEB, 9,09:12,FEB, 9,15:34,360,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
44,ULTG HARAPAN INDAH,GIS 150KV KELAPA GADING,BUSBAR #1 150kV,,BUSBAR 150kV,150 kV,HAR OFF BUSBAR #1 GIS KELAPA GADING,M. UPT,ULTG,FEB, 9,08:00,16:00,480,TERLAKSANA,,,,FEB, 9,09:13,FEB, 9,15:32,360,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
45,ULTG HARAPAN INDAH,GIS 150KV KELAPA GADING,BUSBAR #2 150kV,,BUSBAR 150kV,150 kV,HAR OFF BUSBAR #2 GIS KELAPA GADING,M. UPT,ULTG,FEB, 9,08:00,16:00,480,TERLAKSANA,,,Pekerjaan Tanpa Padam (05),FEB, 9,08:00,FEB, 9,16:00,480,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
46,ULTG PULOGADUNG,GIS 150KV NEW PULOGADUNG,PHT 150kV RAWA TERATE #2,,PENGHANTAR 150kV,150 kV,HAR OFF BAY & SKTT RAWA TERATE #2 GIS PULOGADUNG BARU,M. UPT,ULTG,FEB, 10,08:00,16:00,480,TERLAKSANA,,,,FEB, 11,08:26,FEB, 11,14:25,300,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
47,ULTG PULOGADUNG,GIS 150kV RAWA TERATE,PHT 150kV NEW PULOGADUNG#2,,PENGHANTAR 150kV,150 kV,HAR OFF BAY PULOGADUNG BARU #2 GIS RAWATERATE,M. UPT,ULTG,FEB, 10,08:00,16:00,480,TERLAKSANA,,,,FEB, 11,08:26,FEB, 11,14:25,300,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
48,ULTG ANCOL,GIS 150KV GUNUNG SAHARI,TRF#1 150/20kV,,TRAFO 150/20kV,150/20 kV,HAR OFF TRAFO #1 GIS GUNUNG SAHARI,M. UPT,ULTG,FEB, 10,08:00,16:00,480,TERLAKSANA,,,,FEB, 10,09:26,FEB, 10,17:22,420,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
49,ULTG HARAPAN INDAH,GIS 150KV JAKARTA GARDEN CITY,TRF#2 150/20kV,,TRAFO 150/20kV,150/20 kV,HAR OFF TRAFO #2 GIS JGC,M. UPT,ULTG,FEB, 12,08:00,16:00,480,TERLAKSANA,,,,FEB, 12,10:08,FEB, 12,17:46,420,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
50,ULTG PULOGADUNG,GIS 150kV RAWAMANGUN,KOPEL BUS 150kV,,KOPEL 150kV,150 kV,HAR OFF BAY KOPEL GIS RAWAMANGUN,M. UPT,ULTG,APR, 1,08:00,16:00,480,TERLAKSANA,,,,APR, 1,08:08,APR, 1,13:28,300,ADA,ADA,5,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
51,ULTG PULOGADUNG,GIS 150kV RAWAMANGUN,BUSBAR #1 150kV,,BUSBAR 150kV,150 kV,HAR OFF BUSBAR #1 GIS RAWAMANGUN,M. UPT,ULTG,APR, 1,08:00,12:00,240,TERLAKSANA,,,Padam Bergantian di jam 08:00-12:00,APR, 1,08:06,APR, 1,13:27,300,ADA,ADA,5,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
52,ULTG PULOGADUNG,GIS 150kV RAWAMANGUN,BUSBAR #2 150kV,,BUSBAR 150kV,150 kV,HAR OFF BUSBAR #2 GIS RAWAMANGUN,M. UPT,ULTG,APR, 1,13:00,16:00,180,TERLAKSANA,,,Padam Bergantian di jam 13:00-16:00,APR, 1,11:47,APR, 1,13:27,60,ADA,ADA,5,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
53,ULTG ANCOL,GIS 150KV KETAPANG,BUSBAR #1 150kV,,BUSBAR 150kV,150 kV,HAR OFF BUSBAR GIS KETAPANG,M. UPT,ULTG,APR, 6,08:00,16:00,480,TERLAKSANA,,,Pekerjaan Tanpa Padam (05),APR, 6,08:00,APR, 6,16:00,480,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
54,ULTG ANCOL,GIS 150kV SUNTER,PHT 150kV GAMBIR BARU#2,,PENGHANTAR 150kV,150 kV,HAR OFF BAY GAMBIR BARU #2 GIS SUNTER,M. UPT,ULTG,APR, 8,08:00,16:00,480,TERLAKSANA,,,,APR, 8,08:33,APR, 8,16:11,420,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
55,ULTG PULOGADUNG,GI 150KV GAMBIR BARU,PHT 150kV SUNTER#2,,PENGHANTAR 150kV,150 kV,HAR OFF BAY & SKTT SUNTER #2 GIS GAMBIR BARU,M. UPT,ULTG,APR, 8,08:00,16:00,480,TERLAKSANA,,,"Aset SKTT di GI Gambir Baru
5 Joint",APR, 8,08:29,APR, 8,16:12,420,ADA,ADA,8,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
56,ULTG HARAPAN INDAH,GIS 150KV KELAPA GADING,TRF#2 150/20kV,,TRAFO 150/20kV,150/20 kV,HAR OFF TRAFO #2 GIS KELAPA GADING,M. UPT,ULTG,APR, 9,08:00,16:00,480,TERLAKSANA,,,,APR, 9,09:11,APR, 9,17:56,480,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
57,ULTG HARAPAN INDAH,GI 150KV BEKASI,TRF#4 150/20kV,,TRAFO 150/20kV,150/20 kV,HAR OFF TRAFO #4 GI BEKASI,M. UPT,ULTG,APR, 11,08:00,16:00,480,TERLAKSANA,,,,APR, 11,09:00,APR, 11,18:45,540,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
58,ULTG PULOGADUNG,GIS 150KV TANAH TINGGI,TRF#2 150/20kV,,TRAFO 150/20kV,150/20 kV,HAR OFF TRAFO #2 GIS TANAH TINGGI,M. UPT,ULTG,APR, 15,08:00,16:00,480,TERLAKSANA,,,,APR, 15,08:42,APR, 15,20:26,660,ADA,ADA,6,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
59,ULTG ANCOL,GI 150KV PLUMPANG,TRF#1 150/20kV,,TRAFO 150/20kV,150/20 kV,HAR OFF TRAFO #1 GI PLUMPANG,M. UPT,ULTG,APR, 18,08:00,16:00,480,TERLAKSANA,,,,APR, 18,08:43,APR, 18,18:54,600,ADA,ADA,6,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
60,ULTG PULOGADUNG,GI 150KV GAMBIR BARU,PHT 150kV GEDUNG POLA#2,,PENGHANTAR 150kV,150 kV,HAR OFF BAY GEDUNG POLA #2 GI GAMBIR BARU,M. UPT,ULTG,APR, 21,08:00,16:00,480,JADWAL ULANG,UNCONTROLLABLE,UnCon. Bersamaan dengan Pekerjaan Emergency,"CROSSING ASET ANTAR UPT
Aset SKTT di ULTG Karet (R-Cawang)

Masih Ada Gangguan di GMBRU-GPOLA #1,
Menunggu Sirkit #1 Normal Beroperasi",,,,,,,0,,,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
61,ULTG HARAPAN INDAH,GI 150KV BEKASI,KAPASITOR SC#1 150kV,,KAPASITOR 150kV,150 kV,HAR OFF KAPASITOR #1 GI BEKASI,M. UPT,ULTG,APR, 21,08:00,16:00,480,TERLAKSANA,,,,APR, 21,08:12,APR, 21,16:40,480,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
62,ULTG HARAPAN INDAH,GIS 150KV HARAPAN INDAH,TRF#2 150/20kV,,TRAFO 150/20kV,150/20 kV,HAR OFF TRAFO #2 GIS HARAPAN INDAH,M. UPT,ULTG,APR, 23,08:00,16:00,480,TERLAKSANA,,,,APR, 15,08:38,APR, 15,18:24,540,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
63,ULTG HARAPAN INDAH,GIS 150KV JAKARTA GARDEN CITY,TRF#3 150/20kV,,TRAFO 150/20kV,150 kV,HAR OFF TRF#3 150kV GIS JGC,M. UPT,ULTG,APR, 23,08:00,16:00,480,TERLAKSANA,,,, APR, 23,09:56, APR, 23,17:26,420,ADA,ADA,,,ROM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
64,ULTG PULOGADUNG,GIS 150KV PULOMAS,PHT 150kV MANGGARAI#2,,PENGHANTAR 150kV,150 kV,HAR OFF BAY MANGGARAI #2 GIS PULOMAS,M. UPT,ULTG,APR, 25,08:00,16:00,480,JADWAL ULANG,UNCONTROLLABLE,UnCon. Ijin Padam P2B/APD/KIT (Sistem),"CROSSING ASET ANTAR ULTG
Aset SKTT di GIS Manggarai (R-Cawang)

ABK, Karena Ada Pekerjaan IBT #1 Muarakarang Baru",,,,,,,0,,,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
65,ULTG ANCOL,GI 150KV KEMAYORAN,TRF#4 150/22kV,,TRAFO 150/20kV,150/20 kV,HAR OFF TRAFO #4 GI KEMAYORAN,M. UPT,ULTG,APR, 25,08:00,16:00,480,JADWAL ULANG,UNCONTROLLABLE,UnCon. Bersamaan dengan Pekerjaan Emergency,"ABK, Mendahulukan Investigasi Trafo #3 GIS Mangga Besar Karena Adanya Temuan Anomali",,,,,,,0,,,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
66,ULTG HARAPAN INDAH,GIS 150KV KANDANG SAPI,TRF#2 150/20kV,,TRAFO 150/20kV,150/20 kV,HAR OFF TRAFO #2 GIS KANDANG SAPI,M. UPT,ULTG,APR, 25,08:00,16:00,480,TERLAKSANA,,,,APR, 30,09:19,APR, 30,16:28,420,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
67,ULTG PULOGADUNG,GIS 150KV RAWA TERATE,TRF#1 150/20kV,,TRAFO 150/20kV,150/20 kV,HAR OFF TRAFO #1 GIS RAWA TERATE,M. UPT,ULTG,APR, 27,08:00,16:00,480,TERLAKSANA,,,,APR, 27,08:57,APR, 27,17:29,480,ADA,ADA,6,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
68,ULTG HARAPAN INDAH,GIS 150KV JAKARTA GARDEN CITY,TRF#1 150/22kV,,TRAFO 150/20kV,150/20 kV,HAR OFF TRAFO #1 GIS JGC,M. UPT,ULTG,APR, 28,08:00,16:00,480,TERLAKSANA,,,,APR, 28,09:19,APR, 28,19:05,540,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
69,ULTG PULOGADUNG,GI 150KV TOSANPRIMA,PHT 150kV PEGANGSAAN#2,,PENGHANTAR 150kV,150 kV,HAR OFF BAY & SKTT PEGANGSAAN #2 GI TOSAN,M. UPT,ULTG,APR, 29,08:00,16:00,480,TERLAKSANA,,,,APR, 29,09:09,APR, 29,18:36,540,ADA,ADA,6,,ROH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
70,ULTG PULOGADUNG,GIS 150KV PEGANGSAAN,PHT 150kV TOSAN PRIMA#2,,PENGHANTAR 150kV,150 kV,HAR BAY TOSAN #2 GIS PEGANGSAAN,M. UPT,ULTG,APR, 29,08:00,16:00,480,TERLAKSANA,,,,APR, 29,09:09,APR, 29,18:36,540,ADA,ADA,6,,ROH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
71,ULTG PULOGADUNG,GI 150KV PULOGADUNG,PHT 150kV NEW PULOGADUNG#2,,PENGHANTAR 150kV,150 kV,HAR OFF BAY NEW PULOGADUNG #2 GI PULOGADUNG LAMA,M. UPT,ULTG,APR, 30,08:00,16:00,480,TERLAKSANA,,,Bersurat ke KTT PT KESA,APR, 30,09:20,APR, 30,18:01,480,ADA,ADA,6,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
72,ULTG PULOGADUNG,GIS 150KV NEW PULOGADUNG,PHT 150kV PULOGADUNG #2,,PENGHANTAR 150kV,150 kV,HAR OFF BAY & SKTT PULOGADUNG LAMA #2 GIS PULOGADUNG BARU,M. UPT,ULTG,APR, 30,08:00,16:00,480,TERLAKSANA,,,"Bersurat ke KTT PT KESA
Aset SKTT di GIS Pulogadung Baru
0 Joint",APR, 30,09:20,APR, 30,18:03,480,ADA,ADA,6,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
73,ULTG PULOGADUNG,GIS 150KV NEW PULOGADUNG,TRF#8 150/20kV,,TRAFO 150/20kV,150/20 kV,HAR OFF TRAFO #8 GIS PULOGADUNG BARU,M. UPT,ULTG,MAY, 5,08:00,16:00,480,TERLAKSANA,,,TAMBAHAN HAR DILUAR ROT 2026,MAY, 5,09:20,MAY, 5,16:38,420,,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
74,ULTG ANCOL,GIS 150KV PRIOK TIMUR,TRF#2 150/20kV,,TRAFO 150/20kV,150/20 kV,HAR OFF TRAFO #2 GIS PRIOK TIMUR,M. UPT,ULTG,MAY, 5,08:00,16:00,480,TERLAKSANA,,,,MAY, 5,08:57,MAY, 5,17:21,480,,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
75,ULTG ANCOL,GIS 150KV PRIOK TIMUR,5A5 DIAMETER#5 150kV,,DIAMETER 150kV,150 kV,HAR OFF PMT 5A5 (TRAFO 2) GIS PRIOK TIMUR,M. UPT,ULTG,MAY, 5,08:00,16:00,480,TERLAKSANA,,,,MAY, 5,08:57,MAY, 5,17:21,480,,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
76,ULTG ANCOL,GIS 150KV PRIOK TIMUR,5AB5 DIAMETER#5 150kV,,DIAMETER 150kV,150 kV,HAR OFF PMT 5AB5 GIS PRIOK TIMUR,M. UPT,ULTG,MAY, 5,08:00,16:00,480,TERLAKSANA,,,,MAY, 5,08:55,MAY, 5,17:23,480,,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
77,ULTG ANCOL,GI 150KV KEMAYORAN,TRF#4 150/22kV,,TRAFO 150/20kV,150/20 kV,HAR OFF TRAFO #4 GI KEMAYORAN,M. UPT,ULTG,MAY, 9,08:00,16:00,480,TERLAKSANA,,,,MAY, 9,08:49,MAY, 9,19:02,600,,ADA,,,ROB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
