78,ULTG HARAPAN INDAH,GIS 150KV PENGGILINGAN,PHT 150kV RAWA TERATE #2,,PENGHANTAR 150kV,150 kV,HAR OFF BAY RAWATERATE #2 GIS PENGGILINGAN,M. UPT,ULTG,MAY, 9,08:00,16:00,480,TERLAKSANA,,,Bersamaan dengan pekerjaan Buspro Bay Rawa Terate di GIS Penggilingan,MAY, 9,08:43,MAY, 9,19:12,600,,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
79,ULTG PULOGADUNG,GIS 150kV RAWAMANGUN,TRF#2 150/20kV,,TRAFO 150/20kV,150/20 kV,HAR OFF TRAFO #2 GIS RAWAMANGUN,M. UPT,ULTG,MAY, 12,08:00,16:00,480,TERLAKSANA,,,,MAY, 12,09:17,MAY, 12,18:24,540,,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
80,ULTG HARAPAN INDAH,GIS 150KV BEKASI2 SUMMARECON,TRF#1 150/22kV,,TRAFO 150/20kV,150/20 kV,HAR OFF TRAFO #1 GIS SUMMARECON,M. UPT,ULTG,MAY, 12,08:00,16:00,480,TERLAKSANA,,,,MAY, 12,08:53,MAY, 12,17:34,480,,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
81,ULTG ANCOL,GI 150KV KEMAYORAN,TRF#2 150/22kV,,TRAFO 150/20kV,150/20 kV,HAR OFF TRAFO #2 GI KEMAYORAN,M. UPT,ULTG,MAY, 13,08:00,16:00,480,TERLAKSANA,,,,MAY, 13,08:47,MAY, 13,18:42,540,,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
82,ULTG PULOGADUNG,GIS 150kV RAWAMANGUN,PHT 150kV RAWA TERATE #2,,PENGHANTAR 150kV,150 kV,HAR OFF BAY & SKTT RAWA TERATE #2 GIS RAWAMANGUN,M. UPT,ULTG,MAY, 19,08:00,16:00,480,TERLAKSANA,,,,MAY, 19,08:53,MAY, 19,15:18,360,,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
83,ULTG PULOGADUNG,GIS 150kV RAWA TERATE,PHT 150kV RAWAMANGUN #2,,PENGHANTAR 150kV,150 kV,HAR OFF BAY RAWAMANGUN #2 GIS RAWATERATE,M. UPT,ULTG,MAY, 19,08:00,16:00,480,TERLAKSANA,,,,MAY, 19,08:54,MAY, 19,15:17,360,,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
84,ULTG PULOGADUNG,GI 150KV PULOGADUNG,KAPASITOR SC#1 150kV,,KAPASITOR 150kV,150 kV,HAR OFF KAPASITOR #1 GI PULOGADUNG LAMA,M. UPT,ULTG,MAY, 25,08:00,16:00,480,TERLAKSANA,,,Bersamaan dengan pekerjaan pemasangan goose-pro di Bay Kapasitor #1,MAY, 25,08:17,MAY, 25,18:31,600,,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
85,ULTG ANCOL,GI 150KV ANCOL,PHT 150kV PRIOK TIMUR#2,,PENGHANTAR 150kV,150 kV,HAR OFF BAY PRIOK TIMUR #2 GI ANCOL,M. UPT,ULTG, JUN, 2,08:00,16:00,480,TERLAKSANA,,,, JUN, 3,08:52, JUN, 3,17:32,480,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
86,ULTG ANCOL,GIS 150KV PRIOK TIMUR,5B3 DIAMETER#3 150kV,,DIAMETER 150kV,150 kV,HAR OFF PMT 5B3 (ANCOL 2) GIS PRIOK TIMUR,M. UPT,ULTG, JUN, 2,08:00,16:00,480,TERLAKSANA,,,, JUN, 3,08:54, JUN, 3,17:29,480,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
87,ULTG PULOGADUNG,GIS 150KV TANAH TINGGI,TRF#3 150/22kV,,,,HAR OFF TRAFO #3 GIS TANAH TINGGI,M. UPT,ULTG, JUN, 3,08:00,16:00,480,TERLAKSANA,,,Bersamaan dengan pekerjaan Perbaikan Kebocoran Minyak di Bushing York Trafo #3 GIS Tanah Tinggi (2-4 Juni 2026), JUN, 3,08:00, JUN, 3,16:00,480,ADA,ADA,,,ROH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
88,ULTG ANCOL,GIS 150KV PRIOK TIMUR,PHT 150kV ANCOL#2,,PENGHANTAR 150kV,150 kV,HAR OFF BAY & SKTT ANCOL #2 GIS PRIOK TIMUR,M. UPT,ULTG, JUN, 3,08:00,16:00,480,TERLAKSANA,,,, JUN, 3,08:54, JUN, 3,17:29,480,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
89,ULTG PULOGADUNG,GI 150KV GAMBIR BARU,TRF#3 150/22kV,,TRAFO 150/20kV,150/20 kV,HAR OFF TRAFO #3 GI GAMBIR BARU,M. UPT,ULTG, JUN, 9,08:00,16:00,480,TERLAKSANA,,,, JUN, 9,08:38, JUN, 9,16:31,420,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
90,ULTG ANCOL,GIS 150KV PRIOK TIMUR,TRF#1 150/20kV,,TRAFO 150/20kV,150/20 kV,HAR OFF TRAFO #1 GIS PRIOK TIMUR,M. UPT,ULTG, JUN, 9,08:00,16:00,480,TERLAKSANA,,,, JUN, 9,09:24, JUN, 9,17:26,480,ADA,ADA,,,ROB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
91,ULTG ANCOL,GIS 150KV PRIOK TIMUR,5B5 DIAMETER#5 150kV,,DIAMETER 150kV,150 kV,HAR OFF PMT 5B5 (TRAFO 1) GIS PRIOK TIMUR,M. UPT,ULTG, JUN, 9,08:00,16:00,480,TERLAKSANA,,,, JUN, 9,09:24, JUN, 9,17:26,480,ADA,ADA,,,ROB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
92,ULTG HARAPAN INDAH,GIS 150KV PENGGILINGAN,PHT 150kV BEKASI#2,,PENGHANTAR 150kV,150 kV,HAR OFF BAY & SKTT BEKASI #2 GIS PENGGILINGAN,M. UPT,ULTG, JUN, 9,08:00,16:00,480,TERLAKSANA,,,Bersamaan dengan pekerjaan Penggantian Buspro di GIS Penggilingan Bay Bekasi, JUN, 9,08:50, JUN, 9,18:36,540,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
93,ULTG HARAPAN INDAH,GI 150KV BEKASI,PHT 150KV PENGGILINGAN #2,,PENGHANTAR 150kV,150 kV,HAR OFF BAY PENGGILINGAN #2 GI BEKASI,M. UPT,ULTG, JUN, 10,08:00,16:00,480,TERLAKSANA,,,Terdapat Gangguan di Sore Saat dilakukan Manuver Penormalan, JUN, 10,08:50, JUN, 10,16:00,420,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
94,ULTG ANCOL,GI 150KV ANCOL,PHT 150kV KEMAYORAN#2,,PENGHANTAR 150kV,150 kV,HAR OFF BAY KEMAYORAN #2 GI ANCOL,M. UPT,ULTG, JUN, 11,08:00,16:00,480,TERLAKSANA,,,Bersamaan dengan Penggantian PMT 150 kV Fasa RST Bay Ancol #2 di GI Kemayoran (08-11 Juni 2026), JUN, 11,08:00, JUN, 11,16:00,480,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
95,ULTG ANCOL,GI 150KV KEMAYORAN,PHT 150kV ANCOL#2,,PENGHANTAR 150kV,150 kV,HAR OFF BAY ANCOL #2 GI KEMAYORAN,M. UPT,ULTG, JUN, 11,08:00,16:00,480,TERLAKSANA,,,Bersamaan dengan Penggantian PMT 150 kV Fasa RST Bay Ancol #2 di GI Kemayoran (08-11 Juni 2026), JUN, 11,08:00, JUN, 11,16:00,480,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
96,ULTG HARAPAN INDAH,GITET 500KV BEKASI,IBT#4 500/150kV (HV),,IBT 500/150kV,500/150 kV,HAR OFF IBT #4 GITET BEKASI (TAHAP 1),M. UPT,ULTG, JUN, 13,07:00,15:00,480,TERLAKSANA,,,, JUN, 13,06:53, JUN, 13,16:45,540,,ADA,,,ROB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
97,ULTG HARAPAN INDAH,GI 150KV BEKASI,IBT#4 500/150kV (LV),,PENGHANTAR 150kV,150 kV,HAR OFF BAY INCOMER IBT #4 GI BEKASI (TAHAP 1),M. UPT,ULTG, JUN, 13,07:00,15:00,480,TERLAKSANA,,,, JUN, 13,06:53, JUN, 13,16:45,540,,ADA,,,ROB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
98,ULTG HARAPAN INDAH,GI 150KV BEKASI,BUSBAR #4 150kV,,BUSBAR 150kV,150 kV,HAR OFF BUSBAR #4 GI BEKASI,M. UPT,ULTG, JUN, 13,07:00,15:00,480,TERLAKSANA,,,, JUN, 13,07:20, JUN, 13,16:24,540,ADA,,,,ROB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
99,ULTG HARAPAN INDAH,GITET 500KV BEKASI,IBT#4 500/150kV (HV),,IBT 500/150kV,500/150 kV,HAR OFF IBT #4 GITET BEKASI (TAHAP 2),M. UPT,ULTG, JUN, 14,07:00,15:00,480,JADWAL ULANG,UNCONTROLLABLE,UnCon. Ijin Padam P2B/APD/KIT (Sistem),Kondisi Sistem,,,,,,,0,,,,,ROB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
100,ULTG HARAPAN INDAH,GI 150KV BEKASI,IBT#4 500/150kV (LV),,PENGHANTAR 150kV,150 kV,HAR OFF BAY INCOMER IBT #4 GI BEKASI (TAHAP 2),M. UPT,ULTG, JUN, 14,07:00,15:00,480,JADWAL ULANG,UNCONTROLLABLE,UnCon. Ijin Padam P2B/APD/KIT (Sistem),Kondisi Sistem,,,,,,,0,,,,,ROB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
101,ULTG PULOGADUNG,GI 150KV GAMBIR BARU,TRF#2 150/20kV,,TRAFO 150/20kV,150/20 kV,HAR OFF TRAFO #2 GI GAMBIR BARU,M. UPT,ULTG, JUN, 17,08:00,16:00,480,JADWAL ULANG,UNCONTROLLABLE,UnCon. Lainnya,"Ada RPS (Rapat Pemegang Saham di Tgl. 17-19 Juni 2026, Tidak Boleh ada Pekerjaan Terencana",,,,,,,0,,,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
102,ULTG HARAPAN INDAH,GI 150KV BEKASI,PHT 150kV HARAPAN INDAH,,PENGHANTAR 150kV,150 kV,HAR OFF BAY HARAPAN INDAH GI BEKASI,M. UPT,ULTG, JUN, 17,08:00,16:00,480,JADWAL ULANG,UNCONTROLLABLE,UnCon. Lainnya,"Ada RPS (Rapat Pemegang Saham di Tgl. 17-19 Juni 2026, Tidak Boleh ada Pekerjaan Terencana",,,,,,,0,,,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
103,ULTG ANCOL,GIS 150KV MANGGA BESAR,TRF#2 150/20kV,,TRAFO 150/20kV,150/20 kV,HAR OFF TRAFO #2 GIS MANGGA BESAR,M. UPT,ULTG, JUN, 18,08:00,16:00,480,TERLAKSANA,,,, JUN, 13,10:16, JUN, 13,21:10,600,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
104,ULTG HARAPAN INDAH,GIS 150KV HARAPAN INDAH,PHT 150kV BEKASI#1,,PENGHANTAR 150kV,150 kV,HAR OFF BAY BEKASI #1 GIS HARAPAN INDAH,M. UPT,ULTG, JUN, 18,08:00,16:00,480,JADWAL ULANG,UNCONTROLLABLE,UnCon. Lainnya,"Ada RPS (Rapat Pemegang Saham di Tgl. 17-19 Juni 2026, Tidak Boleh ada Pekerjaan Terencana",,,,,,,0,,,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
105,ULTG PULOGADUNG,GIS 150KV PEGANGSAAN,TRF#2 150/20kV,,TRAFO 150/20kV,150/20 kV,HAR OFF TRAFO #2 GIS PEGANGSAAN,M. UPT,ULTG, JUN, 22,08:00,16:00,480,JADWAL ULANG,UNCONTROLLABLE,UnCon. Lainnya,"ABK, Personil ULTG Fokus Pekerjaan Perbaikan Temuan Anomali di Trafo #1 & Trafo #2 GIS Tanah Tinggi, Akan dijadwalkan kembali ke Bulan Juli 2026",,,,,,,0,,,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
106,ULTG HARAPAN INDAH,GI 150KV BEKASI,PHT 150kV SUKATANI#2,,PENGHANTAR 150kV,150 kV,HAR OFF BAY SUKATANI #2 GI BEKASI,M. UPT,ULTG, JUN, 23,08:00,16:00,480,TERLAKSANA,,,, JUN, 23,08:38, JUN, 23,15:56,420,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
107,ULTG PULOGADUNG,GIS 150KV PEGANGSAAN,PHT 150kV KELAPA GADING,,PENGHANTAR 150kV,150 kV,HAR OFF BAY KELAPA GADING GIS PEGANGSAAN,M. UPT,ULTG, JUN, 25,08:00,16:00,480,JADWAL ULANG,UNCONTROLLABLE,UnCon. Lainnya,Menunggu BKASI-PGLNG Normal Beroperasi Pasca Gangguan,,,,,,,0,,,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
108,ULTG HARAPAN INDAH,GIS 150KV KELAPA GADING,PHT 150kV PEGANGSAAN,,PENGHANTAR 150kV,150 kV,HAR OFF BAY PEGANGSAAN GIS KELAPA GADING,M. UPT,ULTG, JUN, 25,08:00,16:00,480,JADWAL ULANG,UNCONTROLLABLE,UnCon. Lainnya,Menunggu BKASI-PGLNG Normal Beroperasi Pasca Gangguan,,,,,,,0,,,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
109,ULTG PULOGADUNG,GIS 150KV PULOMAS,PHT 150kV MANGGARAI#2,,PENGHANTAR 150kV,150 kV,HAR OFF BAY MANGGARAI #2 GIS PULOMAS,M. UPT,ULTG, JUN, 27,08:00,16:00,480,TERLAKSANA,,,Pekerjaan 2 Sisi dengan R-Cawang, JUN, 28,06:50, JUN, 28,17:17,600,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
110,ULTG HARAPAN INDAH,GITET 500KV BEKASI,PHT 500kV CAWANG,,PENGHANTAR 500kV,500 kV,HAR OFF BAY PHT 500kV CAWANG BARU GITET BEKASI,M. UPT,ULTG, JUN, 27,07:00,15:00,480,TERLAKSANA,,,Mengikuti pekerjaan padam panjang Penggantian DS Pengapit 7AB1.2 & 7B1.1 Bay Cawang Baru di GITET Bekasi (26-28 Juni 2026), JUN, 27,07:00, JUN, 27,15:00,480,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
111,ULTG HARAPAN INDAH,GI 150KV BEKASI,TRF#2 150/20kV,,TRAFO 150/20kV,150/20 kV,HAR OFF TRAFO #2 GI BEKASI,M. UPT,ULTG, JUN, 30,08:00,16:00,480,TERLAKSANA,,,Bersamaan dengan Penggantian LA Trafo #2 GI Bekasi, JUN, 30,07:47, JUN, 30,17:38,540,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
112,ULTG ANCOL,GIS 150KV GUNUNG SAHARI,PHT 150kV PADEMANGAN#2,,PENGHANTAR 150kV,150 kV,HAR OFF BAY & SKTT PADEMANGAN #2 GIS GUNUNG SAHARI,M. UPT,ULTG, JUL, 1,08:00,16:00,480,TERLAKSANA,,,"Aset SKTT di GIS Gunung Sahari
10 Joint", JUL, 1,09:11, JUL, 1,17:47,,,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
113,ULTG ANCOL,GIS 150kV PADEMANGAN,PHT 150KV GUNUNG SAHARI #2,,PENGHANTAR 150kV,150 kV,HAR OFF BAY GUNUNG SAHARI #2 GIS PADEMANGAN,M. UPT,ULTG, JUL, 1,08:00,16:00,480,TERLAKSANA,,,, JUL, 1,09:11, JUL, 1,17:47,,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
114,ULTG ANCOL,GIS 150KV GUNUNG SAHARI,PHT 150kV PADEMANGAN#2,,PENGHANTAR 150kV,150 kV,HAR OFF BAY & SKTT PADEMANGAN #2 GIS GUNUNG SAHARI,M. UPT,ULTG, JUL, 2,08:00,16:00,480,TERLAKSANA,,,, JUL, 1,09:11, JUL, 1,17:47,,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
115,ULTG HARAPAN INDAH,GIS 150KV BEKASI2 SUMMARECON,TRF#2 150/22kV,,TRAFO 150/20kV,150/20 kV,HAR OFF TRAFO #2 GIS SUMMARECON,M. UPT,ULTG, JUL, 2,08:00,16:00,480,TERLAKSANA,,,, JUL, 2,08:21, JUL, 2,18:10,,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
116,ULTG HARAPAN INDAH,GI 150KV BEKASI,PHT 150kV PONDOK KELAPA#2,,PENGHANTAR 150kV,150 kV,HAR OFF BAY PONDOK KELAPA #2 GI BEKASI,M. UPT,ULTG, JUL, 4,08:00,16:00,480,TERLAKSANA,,,"CROSSING ASET ANTAR UPT
Pekerjaan 2 sisi dengan R-Cawang
Aset SUTT & SKTT di GI Bekasi
0 Joint
Bersamaan padam dengan Penggantian Gas SF6 PMT 150kV Fasa RST Bay Pondok Kelapa #2  (05-08 Juli 2026)", JUL, 6,08:00, JUL, 6,16:00,,ADA,ADA,,,ROB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
117,ULTG PULOGADUNG,GIS 150KV PULOMAS,KOPEL BUS 150kV,,KOPEL 150kV,150 kV,HAR OFF BAY KOPEL GIS PULOMAS,M. UPT,ULTG, JUL, 4,08:00,16:00,480,JADWAL ULANG,UNCONTROLLABLE,UnCon. Ijin Padam P2B/APD/KIT (Sistem),Ada pekerjaan lain di ULTG Pulogadung,,,,,,,,,,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
118,ULTG ANCOL,GI 150KV KEMAYORAN,KOPEL BUS 150kV,,KOPEL 150kV,150 kV,HAR OFF BAY KOPEL GI KEMAYORAN,M. UPT,ULTG, JUL, 4,08:00,16:00,480,TERLAKSANA,,,, JUL, 4,08:42, JUL, 4,22:22,780,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
119,ULTG ANCOL,GI 150KV KEMAYORAN,BUSBAR #1 150kV,,BUSBAR 150kV,150 kV,HAR OFF BUSBAR #1 GI KEMAYORAN,M. UPT,ULTG, JUL, 5,08:00,16:00,480,TERLAKSANA,,,, JUL, 5,09:50, JUL, 5,21:37,660,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
120,ULTG ANCOL,GISTET 500KV PRIOK,PHT 500kV MUARAKARANG #2,,PENGHANTAR 500kV,500 kV,HAR OFF BAY PHT 500kV MUARA KARANG #2 GISTET PRIOK,M. UPT,ULTG, JUL, 7,07:00,15:00,480,TERLAKSANA,,,, JUL, 7,08:00, JUL, 7,16:00,480,,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
121,ULTG PULOGADUNG,GIS 150KV PEGANGSAAN,PHT 150kV PANGERAN KARANG,,PENGHANTAR 150kV,150 kV,HAR OFF BAY PANGERAN KARANG GIS PEGANGSAAN,M. UPT,ULTG, JUL, 8,08:00,16:00,480,TERLAKSANA,,,BERSURAT KE KTT, JUL, 8,08:31, JUL, 8,16:18,420,ADA,ADA,,,ROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026
