72,ULTG BALARAJA,GI 150KV LAUTAN STEEL INDONESIA,TRF#1 150/20kV,OKE,TRAFO 150/20kV,150/20 kV,"HAR OFF BAY TRAFO #1, GI 150KV LAUTAN STEEL INDONESIA",MUPT,ULTG,JUL, 4,8:00:00,16:00:00,,TERLAKSANA,,,"ROT 22 AGT, BERSAMAAN PEKERJAAN Pekerjaan Pending HMI SOGI Bay Trafo #1, GI LSI",JUL, 4,8:00:00,JUL, 4,16:00:00,480,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,ULTG BALARAJA,GI 150KV BALARAJA,TRF#2 150/20kV,OKE,TRAFO 150/20kV,150/20 kV,"HAR OFF BAY TRAFO 2, GI 150KV BALARAJA",MUPT,ULTG,JUL, 11,8:00:00,16:00:00,,TERLAKSANA,,,"ROT 11 JUL, BERSAMAAN PEKERJAAN UP2D",JUL, 11,8:00:00,JUL, 11,16:00:00,480,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,ULTG BALARAJA,GI 150KV LAUTAN STEEL INDONESIA,PHT 150kV NEW BALARAJA #1,OKE,PENGHANTAR 150kV,150 kV,"HAR OFF BAY NEW BALARAJA #1, GI 150KV LAUTAN STEEL INDONESIA",MUPT,ULTG,JUL, 12,8:00:00,16:00:00,,TERLAKSANA,,,"ROT 24 JAN, BERSAMAAN PEKERJAAN Penggantian GSW SUTT 150 KV New Balaraja - Lautan Steel (Line #1)",JUL, 12,8:00:00,JUL, 12,16:00:00,480,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,ULTG CIKUPA,GI 150KV TIGARAKSA,TRF#4 150/20kV,OKE,TRAFO 150/20kV,150/20 kV,"HAR OFF BAY TRAFO #4, GI 150KV TIGARAKSA",MUPT,ULTG,JUL, 16,8:00:00,16:00:00,,TERLAKSANA,,,"ROT 23 MEI, BERSAMAAN DENGAN PEKERJAAN UP2D",JUL, 16,9:53:00,JUL, 16,17:14:00,441,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,ULTG BALARAJA,GI 150KV CIKANDE,KAPASITOR 150 kV,OKE,KAPASITOR 150kV,150 kV,"HAR OFF BAY KAPASITOR, GI 150KV CIKANDE",MUPT,ULTG,JUL, 19,8:00:00,16:00:00,,TERLAKSANA,,,ROT 14 JUL,JUL, 19,9:03:00,JUL, 19,14:54:00,351,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ULTG SERANG,GI 150KV GUNUNG MULIA STEEL,PHT 150kV KTT JAS,OKE,PENGHANTAR 150kV,150 kV,"HAR OFF BAY KTT JAS, GI 150KV GUNUNG MULIA STEEL ",MUPT,ULTG,JUL, 26,8:00:00,16:00:00,,JADWAL ULANG,UNCONTROLLABLE,UnCon. Ijin Padam P2B/APD/KIT (Sistem),terkait pelanggan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,ULTG CIKUPA,GI 150KV CITRA HABITAT,PHT 150kV SINAR SAHABAT #2,OKE,PENGHANTAR 150kV,150 kV,"HAR OFF BAY SINAR SAHABAT #2,GI 150KV CITRA HABITAT",MUPT,ULTG,JUL, 28,8:00:00,16:00:00,,TERLAKSANA,,,"ROT 6 OKT, BERSAMAAN PEKERJAAN Penggantian Jumper Konduktor TLA Pada Tower Suspension SUTT 150 kV Fasa Atas dan Fasa Bawah T.AH03 Pht 150 kV Citra Habitat - Sinar Sahabat #2",JUL, 28,8:00:00,JUL, 28,16:00:00,,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,ULTG CIKUPA,GI 150KV PASAR KEMIS BARU,BUSBAR #2 150kV,OKE,BUSBAR 150kV,150 kV,"HAR OFF BUSBAR B, GI 150KV PASAR KEMIS BARU",MUPT,ULTG,JUL, 30,8:00:00,16:00:00,,TERLAKSANA,,,ROT 24 JUN,JUL, 30,9:46:00,JUL, 30,14:03:00,,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,ULTG CIKUPA,GI 150KV CIKUPA,PHT 150kV SUVARNA SUTERA#1,OKE,PENGHANTAR 150kV,150 kV,"HAR OFF BAY SUVARNA #1, GI 150KV CIKUPA",MUPT,ULTG,AGT, 2,8:00:00,16:00:00,,TERLAKSANA,,,"ROT 6 JUN, BERSAMAAN Pekerjaan penggantian spacer lepas fasa T span T72-T73 TRS 150 kV Cikupa - Suvarna #1",AGT, 2,8:00:00,AGT, 2,16:00:00,,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,ULTG SERANG,GISTET 500KV JAWA 7,7B3 DIAMETER #3 500kV,OKE,DIAMETER 500kV,500 kV,"HAR OFF 7B3, GISTET 500KV JAWA 7",MUPT,ULTG,AGT, 4,8:00:00,16:00:00,,TERLAKSANA,,,ROT 4 AGU,AGT, 4,8:43:00,AGT, 4,14:04:00,,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ULTG BALARAJA,GITET 500KV BALARAJA,IBT#3 500/150kV (HV),OKE,IBT 500/150kV,500/150 kV,"HAR OFF IBT #3 (HV), GITET 500KV BALARAJA",MUPT,ULTG,AGT, 9,8:00:00,16:00:00,,JADWAL ULANG,UNCONTROLLABLE,UnCon. Hari Besar Agama/ SIAGA,Siaga pameran GIIAS 2026 di ICE BSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,ULTG SERANG,GISTET 500KV JAWA 7,7A1 DIAMETER #1 500kV,OKE,DIAMETER 500kV,500 kV,"HAR OFF 7A1, GISTET 500KV JAWA 7",MUPT,ULTG,AGT, 5,8:00:00,16:00:00,,TERLAKSANA,,,ROT 21 APR,AGT, 5,9:03:00,AGT, 5,15:35:00,,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,ULTG SERANG,GISTET 500KV JAWA 7,7AB1 DIAMETER #1 500kV,OKE,DIAMETER 500kV,500 kV,"HAR OFF 7AB1, GISTET 500KV JAWA 7",MUPT,ULTG,AGT, 6,8:00:00,16:00:00,,TERLAKSANA,,,ROT 22 APR,AGT, 6,8:44:00,AGT, 6,13:28:00,,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,ULTG SERANG,GI 150KV INDAH KIAT PULP PAPER,BUSBAR #1 150kV,OKE,BUSBAR 150kV,150 kV,"HAR OFF BUSBAR A, GI 150KV INDAH KIAT PULP PAPER",MUPT,ULTG,AGT, 8,8:00:00,16:00:00,,TERLAKSANA,,,ROT 11 agu,AGT, 8,9:09:00,AGT, 8,13:37:00,,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,ULTG SERANG,GI 150KV INDAH KIAT PULP PAPER,KOPEL BUS 150kV,OKE,KOPEL 150kV,150 kV,"HAR OFF BAY KOPEL, GI 150KV INDAH KIAT PULP PAPER",MUPT,ULTG,AGT, 8,8:00:00,16:00:00,,TERLAKSANA,,,ROT 11 agu,AGT, 8,9:09:00,AGT, 8,13:37:00,,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,ULTG SERANG,GI 150KV INDAH KIAT PULP PAPER,BUSBAR #2 150kV,OKE,BUSBAR 150kV,150 kV,"HAR OFF BUSBAR B, GI 150KV INDAH KIAT PULP PAPER",MUPT,ULTG,AGT, 8,8:00:00,16:00:00,,TERLAKSANA,,,ROT 12 agu,AGT, 8,13:37:00,AGT, 8,18:41:00,,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,ULTG CIKUPA,GI 150KV PASAR KEMIS BARU,PHT 150kV GAJAH TUNGGAL #1,OKE,PENGHANTAR 150kV,150 kV,"HAR OFF BAY GAJAH TUNGGAL, GI 150KV PASAR KEMIS BARU",MUPT,ULTG,AGT, 24,8:00:00,16:00:00,,TERLAKSANA,,,"ROT 6 AGU, BERSAMAAN PEKERJAAN Penggantian Fuse CVT Bay Gajah Tunggal, GI Pasar Kemis Baru",AGT, 24,9:50:00,AGT, 24,16:45:00,,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,ULTG BALARAJA,GITET 500KV BALARAJA,PHT 500kV JAWA7 #2,OKE,PENGHANTAR 500kV,500 kV,"HAR OFF BAY JAWA 7 #2, GITET 500KV BALARAJA",MUPT,ULTG,AGT, 25,8:00:00,16:00:00,,TERLAKSANA,,,"ROT 19 jul, BERSAMAAN PEKERJAAN Pekerjaan Cleaning Isolator Transmisi Jawa 7 - Balaraja #2",AGT, 25,8:00:00,AGT, 25,16:00:00,,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,ULTG BALARAJA,GI 150KV MILENIUM,TRF#1 150/20kV,OKE,TRAFO 150/20kV,150/20 kV,"HAR OFF BAY TRAFO #1, GI 150KV MILENIUM",MUPT,ULTG,AGT, 27,8:00:00,16:00:00,,TERLAKSANA,,,"ROT 29 AGU, BERSAMAAN PEKERJAAN UP2D DAN Perpanjangan Re-SLO GI Milenium Bay Trafo #1",AGT, 27,8:00:00,AGT, 27,16:00:00,,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,ULTG CIKUPA,GI 150KV CIKUPA,TRF#2 150/20kV,OKE,TRAFO 150/20kV,150/20 kV,"HAR OFF BAY TRAFO #2, GI 150KV CIKUPA",MUPT,ULTG,AGT, 27,8:00:00,16:00:00,,TERLAKSANA,,,"ROT 7 Nov, BERSAMAAN DENGAN PEKERJAAN Penggantian rele AVR Bay Trafo 2, GI Cikupa",AGT, 27,8:00:00,AGT, 27,16:00:00,,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,ULTG BALARAJA,GITET 500KV BALARAJA,7A5 DIAMETER #5 500kV,OKE,DIAMETER 500kV,500 kV,"HAR OFF 7A5, GITET 500KV BALARAJA",MUPT,ULTG,SEP, 6,8:00:00,16:00:00,,TERLAKSANA,,,ROT 5 SEP,SEP, 6,7:57:00,SEP, 6,14:03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,ULTG CIKUPA,GIS 150KV SUVARNA SUTERA,BUSBAR #1 150kV,OKE,BUSBAR 150kV,150 kV,"HAR OFF BUSBAR A, GIS 150KV SUVARNA SUTERA",MUPT,ULTG,SEP, 6,8:00:00,16:00:00,,TERLAKSANA,,,ROT 4 JUL,SEP, 6,8:37:00,SEP, 6,13:23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,ULTG CIKUPA,GIS 150KV SUVARNA SUTERA,KOPEL BUS 150kV,OKE,KOPEL 150kV,150 kV,"HAR OFF BAY KOPEL, GIS 150KV SUVARNA SUTERA",MUPT,ULTG,SEP, 6,8:00:00,16:00:00,,TERLAKSANA,,,ROT 4 JUL,SEP, 6,8:37:00,SEP, 6,13:23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,ULTG BALARAJA,GI 150KV MILENIUM,PHT 150kV CITRA HABITAT #1,OKE,PENGHANTAR 150kV,150 kV,"HAR OFF BAY CITRA HABITAT #1, GI 150KV MILENIUM",MUPT,ULTG,SEP, 17,8:00:00,16:00:00,,TERLAKSANA,,,"ROT 17 NOV, Bersamaan pekerjaan Perpanjangan Re-SLO GI Milenium Bay Citra Habitat #1",SEP, 17,9:10:00,SEP, 17,16:04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,ULTG CIKUPA,GI 150KV CITRA HABITAT,PHT 150kV MILENIUM #1,OKE,PENGHANTAR 500kV,500 kV,"HAR OFF BAY MILENIUM #1, GI 150KV CITRA HABITAT",MUPT,ULTG,SEP, 17,8:00:00,16:00:00,,TERLAKSANA,,,"ROT 17 NOV, Bersamaan pekerjaan Perpanjangan Re-SLO GI Milenium Bay Citra Habitat #1",SEP, 17,9:10:00,SEP, 17,16:04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,ULTG SERANG,GI 150KV MODERN,TRF#1 150/20kV,OKE,TRAFO 150/20kV,150/20 kV,"HAR OFF BAY TRAFO #1, GI 150KV MODERN",MUPT,ULTG,SEP, 19,8:00:00,16:00:00,,TERLAKSANA,,,"ROT 19 sep, BERSAMAAN DENGAN PEKERJAAN UP2D, sempat hujan",SEP, 19,9:01:00,JUN, 27,23:24:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,ULTG BALARAJA,GITET 500KV BALARAJA,IBT#3 500/150kV (HV),OKE,IBT 500/150kV,500/150 kV,"HAR OFF IBT #3 (HV), GITET 500KV BALARAJA",MUPT,ULTG,SEP, 20,8:00:00,16:00:00,,TERLAKSANA,,,"ROT 1 AGU, Bersamaan pekerjaan Koneksi Tripping ADS Lontar bay IBT#3, GITET Balaraja, Perpanjangan Re-SLO GITET Balaraja Bay IBT #3",SEP, 20,8:00:00,SEP, 20,16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
