5,ULTG ANGKE,GIS 150KV DAAN MOGOT,TRF#2 150/20kV,OKE,TRAFO 150/20kV,150/20 kV,Pemeliharaan Rutin 2 Tahunan,M.UPT,ULTG, JAN, 14,8:00:00,16:00:00,480,TERLAKSANA,,,, JAN, 14,10:34:00, JAN, 14,21:11:00,637,ADA,ADA,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ULTG DURIKOSAMBI,GI 150KV CENGKARENG BARU,PHT 150kV TANGERANG BARU,OKE,PENGHANTAR 150kV,150 kV,Pemeliharaan Rutin 2 Tahunan,M.UPT,ULTG, JAN, 15,8:00:00,16:00:00,480,TERLAKSANA,,,, JAN, 15,9:06:00, JAN, 15,20:44:00,698,ADA,ADA,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,ULTG DURIKOSAMBI,GI 150KV DURIKOSAMBI,BUS SECTION/TIE #2 150kV,OKE,BUSTIE/BUS SECTION 150kV,150 kV,Pemeliharaan Rutin 2 Tahunan,M.UPT,ULTG, JAN, 18,8:00:00,16:00:00,480,JADWAL ULANG,UNCONTROLLABLE,UnCon. Lainnya,Mengikuti jadwal penggantian Panel dan MTU di Durikosambi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,ULTG DURIKOSAMBI,GI 150KV DURIKOSAMBI,BUSBAR #B 150kV,TIDAK OKE,BUSBAR 150kV,150 kV,Pemeliharaan Rutin 2 Tahunan,M.UPT,ULTG, JAN, 18,8:00:00,16:00:00,480,JADWAL ULANG,UNCONTROLLABLE,UnCon. Lainnya,Mengikuti jadwal penggantian Panel dan MTU di Durikosambi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,ULTG ANGKE,GI 150KV ANGKE,KAPASITOR SC#2 150kV,OKE,KAPASITOR 150kV,150 kV,Pemeliharaan Rutin 2 Tahunan,M.UPT,ULTG, JAN, 20,8:00:00,16:00:00,480,TERLAKSANA,,,, JAN, 20,9:38:00, JAN, 20,15:17:00,339,ADA,ADA,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,ULTG CITRA RAYA,GI 150KV MAXIMANGANDO,PHT 150kV JATAKE#2,OKE,PENGHANTAR 150kV,150 kV,Pemeliharaan Rutin 2 Tahunan,M.UPT,ULTG, JAN, 20,8:00:00,16:00:00,480,TERLAKSANA,,,"Tambahan pekerjaan:
Rekomisioning Relay LCD dan OCR
Standarisasi Relay LCD 1 dan LCD 2
Pengaktifan fungsi distance di LCD 1
Perbaikan wiring status CB Relay LCD 1 dan 2", JAN, 20,9:15:00, JAN, 20,18:08:00,533,ADA,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,ULTG DURIKOSAMBI,GI 150KV CENGKARENG BARU,BUSBAR #B 150kV,TIDAK OKE,BUSBAR 150kV,150 kV,Pemeliharaan Rutin 2 Tahunan,M.UPT,ULTG, JAN, 20,8:00:00,16:00:00,480,TERLAKSANA,,,, JAN, 20,8:35:00, JAN, 20,13:35:00,300,ADA,ADA,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,ULTG ANGKE,GI 150KV MUARAKARANG LAMA,5B1 DIAMETER#1 150kV,OKE,DIAMETER 150kV,150 kV,Pemeliharaan Rutin 2 Tahunan,M.UPT,ULTG, JAN, 21,8:00:00,16:00:00,480,TERLAKSANA,,,Pekerjaan serial, JAN, 21,10:09:00, JAN, 21,12:28:00,139,ADA,ADA,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,ULTG ANGKE,GI 150KV MUARAKARANG LAMA,5B3 DIAMETER#3 150kV,OKE,DIAMETER 150kV,150 kV,Pemeliharaan Rutin 2 Tahunan,M.UPT,ULTG, JAN, 21,8:00:00,16:00:00,480,TERLAKSANA,,,Pekerjaan serial, JAN, 21,14:28:00, JAN, 21,15:59:00,91,ADA,ADA,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,ULTG CITRA RAYA,GI 150KV CURUG,TRF#4 150/20kV,OKE,TRAFO 150/20kV,150/20 kV,Pemeliharaan Rutin 2 Tahunan,M.UPT,ULTG, JAN, 21,8:00:00,16:00:00,480,TERLAKSANA,,,, JAN, 29,0:45:00, JAN, 29,16:24:00,939,ADA,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,ULTG DURIKOSAMBI,GISTET 500KV DURIKOSAMBI,7A3 DIAMETER#3 500kV,OKE,DIAMETER 500kV,500 kV,Pemeliharaan Rutin 2 Tahunan,M.UPT,ULTG, JAN, 22,8:00:00,16:00:00,480,JADWAL ULANG,UNCONTROLLABLE,UnCon. Bersamaan dengan Pekerjaan Emergency,Bersama pekerjaan perbaikan PD di Inc T3 Ciledug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,ULTG DURIKOSAMBI,GISTET 500KV DURIKOSAMBI,7AB3 DIAMETER#3 500kV,OKE,DIAMETER 500kV,500 kV,Pemeliharaan Rutin 2 Tahunan,M.UPT,ULTG, JAN, 22,8:00:00,16:00:00,480,JADWAL ULANG,UNCONTROLLABLE,UnCon. Bersamaan dengan Pekerjaan Emergency,Bersama pekerjaan perbaikan PD di Inc T3 Ciledug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,ULTG DURIKOSAMBI,GI 150KV CILEDUG,TRF#2 150/20kV,OKE,TRAFO 150/20kV,150/20 kV,Pemeliharaan Rutin 2 Tahunan,M.UPT,ULTG, JAN, 24,8:00:00,16:00:00,480,TERLAKSANA,,,, JAN, 24,7:52:00, JAN, 24,16:00:00,488,ADA,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,ULTG ANGKE,GI 150KV ANGKE,TRF#1 150/20kV,OKE,TRAFO 150/20kV,150/20 kV,Pemeliharaan Rutin 2 Tahunan,M.UPT,ULTG, JAN, 25,8:00:00,16:00:00,480,TERLAKSANA,,,"Tambahan pekerjaan:
-Inspeksi SLO
-Perbaikan hotspot klem CT 150kV Fasa S
-Tambah minyak maintank
-Ganti counter LA Fasa RST", JAN, 25,9:14:00, JAN, 25,17:56:00,522,ADA,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,ULTG CITRA RAYA,GI 150KV MAXIMANGANDO,TRF#2 150/20kV,OKE,TRAFO 150/20kV,150/20 kV,Pemeliharaan Rutin 2 Tahunan,M.UPT,ULTG, JAN, 25,8:00:00,16:00:00,480,TERLAKSANA,,,Mengikuti jadwal rehab kubikel UP2D, JAN, 19,8:00:00, JAN, 19,16:00:00,480,ADA,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,ULTG ANGKE,GIS 150KV GROGOL,BUSBAR #A 150kV,TIDAK OKE,BUSBAR 150kV,150 kV,Pemeliharaan Rutin 2 Tahunan,M.UPT,ULTG, JAN, 27,8:00:00,16:00:00,480,TERLAKSANA,,,, JAN, 27,8:00:00, JAN, 27,16:00:00,480,ADA,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,ULTG CITRA RAYA,GIS 150KV LONTAR,GT#3,OKE,PEMBANGKIT 150kV,150 kV,Pemeliharaan Rutin 2 Tahunan,M.UPT,ULTG, JAN, 27,8:00:00,16:00:00,480,JADWAL ULANG,UNCONTROLLABLE,UnCon. Ijin Padam P2B/APD/KIT (Sistem),Kondisi Sistem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,ULTG CITRA RAYA,GIS 150KV LONTAR,5A4 DIAMETER#4 150kV,OKE,DIAMETER 150kV,150 kV,Pemeliharaan Rutin 2 Tahunan,M.UPT,ULTG, JAN, 27,8:00:00,16:00:00,480,JADWAL ULANG,UNCONTROLLABLE,UnCon. Ijin Padam P2B/APD/KIT (Sistem),Kondisi Sistem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,ULTG CITRA RAYA,GIS 150KV LONTAR,5AB4 DIAMETER#4 150kV,OKE,DIAMETER 150kV,150 kV,Pemeliharaan Rutin 2 Tahunan,M.UPT,ULTG, JAN, 28,8:00:00,16:00:00,480,JADWAL ULANG,UNCONTROLLABLE,UnCon. Ijin Padam P2B/APD/KIT (Sistem),Kondisi Sistem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,ULTG DURIKOSAMBI,GI 150KV CENGKARENG BARU,TRF#2 150/22kV,OKE,TRAFO 150/20kV,150/20 kV,Pemeliharaan Rutin 2 Tahunan,M.UPT,ULTG, JAN, 28,8:00:00,16:00:00,480,TERLAKSANA,,,"Tambahan pekerjaan:
- pemasangan cover bushing 20kv
- peremajaan cover rele mekanik
- perbaikan manometer konservator oltc
- penggantian keypad rele ocr hv
- pilot project impelementasi gurosil gel pada rele bucholz
- pengechekan kabel konduit sensor suhu aman dari air", JAN, 28,10:40:00, JAN, 28,17:32:00,412,ADA,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,ULTG ANGKE,GI 150KV ANGKE,PHT 150kV MUARAKARANG LAMA#2,OKE,PENGHANTAR 150kV,150 kV,Pemeliharaan Rutin 2 Tahunan,M.UPT,ULTG, JAN, 29,8:00:00,16:00:00,480,JADWAL ULANG,UNCONTROLLABLE,UnCon. Ijin Padam P2B/APD/KIT (Sistem),Kondisi Sistem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,ULTG CITRA RAYA,GI 150KV JATAKE,KAPASITOR SC#2 150 kV,OKE,KAPASITOR 150kV,150 kV,Pemeliharaan Rutin 2 Tahunan,M.UPT,ULTG, JAN, 29,8:00:00,16:00:00,480,TERLAKSANA,,,, JAN, 21,9:41:00, JAN, 21,16:58:00,437,ADA,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,ULTG CITRA RAYA,GI 150KV TELUK NAGA,TRF#1 150/20kV,OKE,KAPASITOR 150kV,150 kV,Pemeliharaan Rutin 2 Tahunan,M.UPT,ULTG, JAN, 17,8:00:00,16:00:00,480,TERLAKSANA,,,, JAN, 17,8:00:00, JAN, 17,16:00:00,480,ADA,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ULTG ANGKE,GISTET 500KV MUARAKARANG,IBT#1 500/150kV (HV),TIDAK OKE,IBT 500/150kV,500/150 kV,Pemeliharaan Rutin 2 Tahunan,M.UPT,ULTG, FEB, 1,8:00:00,16:00:00,480,TERLAKSANA,,,Tahap 1, FEB, 15,9:03:00, FEB, 15,18:34:00,571,ADA,ADA,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ULTG DURIKOSAMBI,GISTET 500KV DURIKOSAMBI,7A1 DIAMETER#1 500kV,OKE,DIAMETER 500kV,500 kV,Pemeliharaan Rutin 2 Tahunan,M.UPT,ULTG, FEB, 1,8:00:00,16:00:00,480,TERLAKSANA,,,, FEB, 1,8:28:00, FEB, 1,13:22:00,294,ADA,ADA,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ULTG DURIKOSAMBI,GISTET 500KV DURIKOSAMBI,7A2 DIAMETER#2 500kV,OKE,DIAMETER 500kV,500 kV,Pemeliharaan Rutin 2 Tahunan,M.UPT,ULTG, FEB, 1,8:00:00,16:00:00,480,TERLAKSANA,,,, FEB, 1,13:23:00, FEB, 1,16:13:00,170,ADA,ADA,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,ULTG DURIKOSAMBI,GIS 150KV ALAM SUTERA,TRF#1 150/20kV,OKE,TRAFO 150/20kV,150/20 kV,Pemeliharaan Rutin 2 Tahunan,M.UPT,ULTG, FEB, 3,8:00:00,16:00:00,480,TERLAKSANA,,,"Tambahan pekerjaan:
-Peremajaan Cover Rele Mekanik
-Pilot Project Implementasi gurosil gel pada rele bucholz
-Pengecekan kabel konduit suhu aman dari air", FEB, 3,9:15:00, FEB, 3,17:21:00,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,ULTG ANGKE,GIS 150KV MUARAKARANG BARU,5A2 DIAMETER #2 150KV,OKE,DIAMETER 150kV,150 kV,Pemeliharaan Rutin 2 Tahunan,M.UPT,ULTG, FEB, 5,8:00:00,16:00:00,480,TERLAKSANA,,,, FEB, 5,11:42:00, FEB, 5,12:33:00,51,ADA,ADA,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ULTG ANGKE,GIS 150KV MUARAKARANG BARU,5AB2 DIAMETER #2 150KV,OKE,DIAMETER 150kV,150 kV,Pemeliharaan Rutin 2 Tahunan,M.UPT,ULTG, FEB, 5,8:00:00,16:00:00,480,TERLAKSANA,,,, FEB, 5,9:57:00, FEB, 5,11:41:00,104,ADA,ADA,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,ULTG CITRA RAYA,GI 150KV CURUG,TRF#3 150/20kV,OKE,TRAFO 150/20kV,150/20 kV,Pemeliharaan Rutin 2 Tahunan,M.UPT,ULTG, FEB, 5,8:00:00,16:00:00,480,TERLAKSANA,,,"Tambahan pekerjaan:
-Penggantian Relay OC HV
-Investigasi Alarm Oil Low Maintank
-Perbaikan Engsel Pintu Box Trafo Relay Mekanik", FEB, 5,9:06:00, FEB, 5,17:38:00,512,ADA,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
